link,superficie_util,superficie_total,dormitorios,banos
https://portalinmobiliario.com/MLC-3143012282-valor-insuperable-metro-simon-bolivar-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,43 m²,51 m²,2,2
https://portalinmobiliario.com/MLC-1681703917-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,140 m²,170 m²,3,3
https://portalinmobiliario.com/MLC-2852491148-excelente-distribucion-y-grandes-terrazas-198m2-totales-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,168 m²,198 m²,3,2
https://portalinmobiliario.com/MLC-1587899317-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,162 m²,194 m²,3,3
https://portalinmobiliario.com/MLC-3064799514-departamento-en-venta-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,173 m²,203 m²,3,3
https://portalinmobiliario.com/MLC-1609428189-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,220 m²,235 m²,3,3
https://portalinmobiliario.com/MLC-2900891810-departamento-en-venta-de-4-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,161 m²,171 m²,4,3
https://portalinmobiliario.com/MLC-2854550908-departamento-en-venta-de-4-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,185 m²,212 m²,4,3
https://portalinmobiliario.com/MLC-2863154708-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,140 m²,170 m²,3,3
https://portalinmobiliario.com/MLC-1656488645-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,145 m²,175 m²,3,3
https://portalinmobiliario.com/MLC-1609556807-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,135 m²,158 m²,3,2
https://portalinmobiliario.com/MLC-2936979434-departamento-en-venta-de-4-dorm-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,116 m²,132 m²,4,3
https://portalinmobiliario.com/MLC-2845564746-departamento-en-venta-de-3-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,185 m²,190 m²,3,3
https://portalinmobiliario.com/MLC-3064786632-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,150 m²,170 m²,3,2
https://portalinmobiliario.com/MLC-2933745646-depto-como-nuevo-en-venta-dehesa-central-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,138 m²,180 m²,4,3
https://portalinmobiliario.com/MLC-3173926434-portal-la-dehesa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,150 m²,200 m²,3,3
https://portalinmobiliario.com/MLC-1591741857-departamento-en-venta-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,70 m²,150 m²,1,1
https://portalinmobiliario.com/MLC-2898673184-moderno-departamento-tres-dormitorios-en-suite-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,128 m²,140 m²,3,3
https://portalinmobiliario.com/MLC-2898776198-departamento-primer-piso-con-jardin-propio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,121 m²,350 m²,3,2
https://portalinmobiliario.com/MLC-2898789340-sport-frances-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,126 m²,156 m²,3,3
https://portalinmobiliario.com/MLC-2898871322-huinganal-pie-andino-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,100 m²,113 m²,3,2
https://portalinmobiliario.com/MLC-3000569776-luminoso-y-acogedor-departamento-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,99 m²,109 m²,2,2
https://portalinmobiliario.com/MLC-2890455574-departamento-en-venta-de-2-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,140 m²,180 m²,2,2
https://portalinmobiliario.com/MLC-1657639745-departamento-remodelado-clinica-alemana-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,119 m²,129 m²,2,2
https://portalinmobiliario.com/MLC-3185069734-excelente-departamento-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,45 m²,65 m²,1,1
https://portalinmobiliario.com/MLC-2898698554-tabancura-san-damiam-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,112 m²,142 m²,3,3
https://portalinmobiliario.com/MLC-2885888402-uf-7820-en-nunoa-3d2b-2-box-imperdible-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,89 m²,104 m²,3,2
https://portalinmobiliario.com/MLC-3000610436-exclusivo-en-nunoa-3-d-2-b-nororiente-excelente-estado-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,104 m²,110 m²,3,2
https://portalinmobiliario.com/MLC-1544093801-departamento-remodelado-juan-xxiii-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,120 m²,120 m²,3,3
https://portalinmobiliario.com/MLC-3142824216-providencia-dario-urzua-remodelado-3d-2b-90-m2-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,84 m²,90 m²,3,2
https://portalinmobiliario.com/MLC-1680916685-atencion-inversionistas-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,60 m²,70 m²,2,2
https://portalinmobiliario.com/MLC-1692763819-s-fontecilla-vaticano-79-m2-2d-2b-parque-tobalaba-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,70 m²,79 m²,2,2
https://portalinmobiliario.com/MLC-2861563368-oportunidad-dpto-2d-2b-a-pasos-mall-plaza-egana-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,58 m²,65 m²,2,2
https://portalinmobiliario.com/MLC-2935895068-torres-de-tajamar-2d2b-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,73 m²,73 m²,2,2
https://portalinmobiliario.com/MLC-3059650108-estadio-nacional2d1b-estacionamiento-asignado-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,62 m²,62 m²,2,1
https://portalinmobiliario.com/MLC-1595453973-departamento-duplex-con-jardin-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,210 m²,250 m²,5,4
https://portalinmobiliario.com/MLC-1694538767-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,119 m²,140 m²,3,3
https://portalinmobiliario.com/MLC-1593246633-departamento-remodelado-en-nuestra-senora-de-los-angeles-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=201f8246-4231-4447-b9af-8be598e29c2b,157 m²,197 m²,3,3
https://portalinmobiliario.com/MLC-1583944739-departamento-venta-vespucio-norte-vista-despejada-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,223 m²,253 m²,3,4
https://portalinmobiliario.com/MLC-1626059931-departamento-remodelado-en-el-golf-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,140 m²,150 m²,3,3
https://portalinmobiliario.com/MLC-1593131615-duplex-con-patio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,169 m²,184 m²,3,3
https://portalinmobiliario.com/MLC-2870308200-departamento-con-vista-despejada-en-martin-de-zamora-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,137 m²,217 m²,4,3
https://portalinmobiliario.com/MLC-1618625917-oportunidad-departamento-de-tres-dormitorios-y-dos-banos-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,82 m²,85 m²,3,2
https://portalinmobiliario.com/MLC-1593169363-central-y-comodo-departamento-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,174 m²,189 m²,3,3
https://portalinmobiliario.com/MLC-2994671910-depto-con-vista-despejada-al-oriente-y-estacionamiento-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,40 m²,40 m²,1,1
https://portalinmobiliario.com/MLC-2953625164-departamento-en-vitacura-oportunidad-de-remodelacion-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,92 m²,97 m²,3,2
https://portalinmobiliario.com/MLC-1696306629-departamento-en-altura-en-los-acantos-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,139 m²,149 m²,3,2
https://portalinmobiliario.com/MLC-2992146094-departamento-remodelado-en-barrio-las-nieves-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,140 m²,167 m²,3,3
https://portalinmobiliario.com/MLC-1651913587-departamento-en-hendaya-barrio-el-golf-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,140 m²,158 m²,3,2
https://portalinmobiliario.com/MLC-3108053248-departamento-con-vista-despejada-a-pasos-de-la-cepal-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,112 m²,128 m²,2,3
https://portalinmobiliario.com/MLC-1704705837-el-llano-2959-metro-el-llano-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,79 m²,86 m²,3,2
https://portalinmobiliario.com/MLC-1539421689-espectacular-vista-en-condominio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,116 m²,116 m²,4,3
https://portalinmobiliario.com/MLC-1605961289-duplex-en-la-dehesa-central-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,140 m²,140 m²,5,4
https://portalinmobiliario.com/MLC-1580900857-nuevo-departamento-con-finas-terminaciones-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,235 m²,312 m²,4,5
https://portalinmobiliario.com/MLC-1630241807-nuevo-departamento-con-finas-terminaciones-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,231 m²,308 m²,4,5
https://portalinmobiliario.com/MLC-1583487011-vista-despejada-caminable-a-plaza-san-enrique-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,90 m²,100 m²,3,3
https://portalinmobiliario.com/MLC-1618641047-oportunidad-luminoso-y-acogedor-departamento-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,103 m²,110 m²,4,3
https://portalinmobiliario.com/MLC-1617360617-departamento-en-venta-de-3-dorm-2-banos-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,109 m²,"119,6 m²",3,2
https://portalinmobiliario.com/MLC-2954818754-departamento-en-venta-de-4-dorm-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,156 m²,309 m²,4,4
https://portalinmobiliario.com/MLC-2913440282-departamento-en-venta-de-2-dorm-en-lo-barnechea-central-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,78 m²,84 m²,2,2
https://portalinmobiliario.com/MLC-3059695064-departamento-en-venta-de-5-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,213 m²,263 m²,5,4
https://portalinmobiliario.com/MLC-3117934030-departamento-en-venta-de-4-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,126 m²,140 m²,4,4
https://portalinmobiliario.com/MLC-3059772098-moderno-y-elegante-depto-de-3-dorm-en-calle-tranquila-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,106 m²,128 m²,3,2
https://portalinmobiliario.com/MLC-3141449450-departamento-en-venta-de-3-dorm-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,99 m²,117 m²,3,3
https://portalinmobiliario.com/MLC-1686919139-oportunidad-dpto-equipado-bod-pasos-metro-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,38 m²,41 m²,1,1
https://portalinmobiliario.com/MLC-1674835263-departamento-en-venta-de-2-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,70 m²,79 m²,2,2
https://portalinmobiliario.com/MLC-3014735590-depto-remodelado-3d2b-en-san-miguel-con-piscina-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,65 m²,65 m²,3,2
https://portalinmobiliario.com/MLC-1709386537-maravilloso-dpto-nunoa-2destbd-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,50 m²,59 m²,2,2
https://portalinmobiliario.com/MLC-1681800627-oportunidad-dpto-2dorm-1-bano-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,33 m²,33 m²,2,1
https://portalinmobiliario.com/MLC-3184106736-maravilloso-dpto-3d-3b-estac-bod-pontevedracolon-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,84 m²,98 m²,3,3
https://portalinmobiliario.com/MLC-1675502727-departamento-en-venta-de-2-dorm-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,100 m²,175 m²,2,2
https://portalinmobiliario.com/MLC-1674757131-elegante-y-moderno-departamento-en-el-corazon-de-el-golf-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,140 m²,155 m²,3,3
https://portalinmobiliario.com/MLC-1686942881-baja-el-precio-a-uf9650-3-dorm-prov-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,180 m²,180 m²,3,2
https://portalinmobiliario.com/MLC-1597267905-departamento-triplex-en-venta-estoril-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,201 m²,239 m²,4,3
https://portalinmobiliario.com/MLC-1676586955-departamento-en-sector-alonso-de-cordova-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,121 m²,141 m²,3,4
https://portalinmobiliario.com/MLC-1672753303-luminoso-departamento-en-condominio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,171 m²,206 m²,3,4
https://portalinmobiliario.com/MLC-1691135935-nunoa-140-m2-3-d-3-b-2-box-remodelado-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,120 m²,140 m²,3,3
https://portalinmobiliario.com/MLC-1679209659-departamento-en-venta-de-2-dorm-en-suite-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,189 m²,237 m²,2,3
https://portalinmobiliario.com/MLC-3060971796-moderno-y-luminoso-depto-de-2-dorm-2-banos-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,70 m²,90 m²,2,2
https://portalinmobiliario.com/MLC-3042381844-oportunidad-2d-2b-1-est-1b-metro-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,65 m²,69 m²,2,2
https://portalinmobiliario.com/MLC-1683477929-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,122 m²,129 m²,3,2
https://portalinmobiliario.com/MLC-1688463997-departamento-en-venta-metro-los-leones-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,53 m²,53 m²,1,1
https://portalinmobiliario.com/MLC-3130623900-amplio-depto-en-venta-colonvespucio-2d-43-servicio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,85 m²,91 m²,3,3
https://portalinmobiliario.com/MLC-1623589685-departamento-en-venta-en-santiago-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,35 m²,35 m²,1,1
https://portalinmobiliario.com/MLC-1698109095-departamento-en-venta-de-5-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=64d07f11-7448-45bc-990b-27f96c5d9afe,231 m²,387 m²,5,4
