link,superficie_util,superficie_total,dormitorios,banos
https://portalinmobiliario.com/MLC-1671177513-depto-remodelado-en-venta-4d3b-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=23fb1f13-280e-4c5b-a78c-1739342d9bf3,132 m²,160 m²,4,3
https://portalinmobiliario.com/MLC-1710241535-vende-departamento-edificio-slow-metro-el-golf-2dor-2b2es-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=23fb1f13-280e-4c5b-a78c-1739342d9bf3,78 m²,90 m²,2,2
https://portalinmobiliario.com/MLC-1674718717-luminoso-con-ventanales-y-buenas-terrazas-en-todo-el-depto-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=23fb1f13-280e-4c5b-a78c-1739342d9bf3,84 m²,105 m²,2,2
https://portalinmobiliario.com/MLC-1674794005-departamento-en-venta-de-3-dorm-en-lo-barnechea-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=23fb1f13-280e-4c5b-a78c-1739342d9bf3,140 m²,253 m²,3,3
https://portalinmobiliario.com/MLC-2872490146-precioso-dpto-en-providencia-2d2b1e1b-2terrazas-grandes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=23fb1f13-280e-4c5b-a78c-1739342d9bf3,65 m²,75 m²,2,2
https://portalinmobiliario.com/MLC-2918191936-precioso-dpto-3d2b1e1b-nunoa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,77 m²,85 m²,3,2
https://portalinmobiliario.com/MLC-1670821575-la-vendimia-santa-maria-de-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,280 m²,305 m²,3,5
https://portalinmobiliario.com/MLC-1676684369-l-thayer-ojeda-carmen-silva-c423533-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,123 m²,180 m²,4,4
https://portalinmobiliario.com/MLC-1678092433-21142-ricardo-lyon-metro-nunoa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,78 m²,85 m²,3,2
https://portalinmobiliario.com/MLC-1678015151-22141-seminuevo-tipo-mariposa-lo-gallo-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,72 m²,90 m²,2,2
https://portalinmobiliario.com/MLC-1599792819-amplio-y-luminoso-holanda-eliodoro-yanez-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,124 m²,151 m²,4,3
https://portalinmobiliario.com/MLC-1674757135-departamento-en-venta-de-3-dorm-en-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,120 m²,144 m²,3,2
https://portalinmobiliario.com/MLC-1674705647-excelente-dpto-3-dormitorios-en-exclusivo-barrio-el-golf-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,140 m²,180 m²,3,3
https://portalinmobiliario.com/MLC-1674848123-departamento-en-venta-de-4-dorm-en-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,134 m²,160 m²,4,4
https://portalinmobiliario.com/MLC-1674808995-departamento-en-venta-de-4-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,140 m²,155 m²,4,4
https://portalinmobiliario.com/MLC-1674731595-depto-muy-moderno-en-venta-3-dorm-y-escritorio-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,120 m²,130 m²,3,3
https://portalinmobiliario.com/MLC-1697569007-departamento-en-venta-de-4-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,"139,98 m²","164,72 m²",4,3
https://portalinmobiliario.com/MLC-1674835269-departamento-en-venta-de-3-dorm-43-servicio-en-las-conde-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,140 m²,162 m²,3,2
https://portalinmobiliario.com/MLC-1674783085-departamento-en-venta-de-2-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,56 m²,75 m²,2,1
https://portalinmobiliario.com/MLC-1716234073-hermosa-vista-departamento-metro-bellas-artes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,30 m²,30 m²,1,1
https://portalinmobiliario.com/MLC-1674706039-parque-arauco-hotel-marriot-av-kennedy-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,56 m²,75 m²,2,1
https://portalinmobiliario.com/MLC-1681277245-departamento-en-venta-en-americo-vespucio-con-colon-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,132 m²,140 m²,3,2
https://portalinmobiliario.com/MLC-1674479297-candelaria-goyenechea-espoz-museo-ralli-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,220 m²,280 m²,4,4
https://portalinmobiliario.com/MLC-1671057011-departamento-en-venta-de-2-dorm-en-nunoa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,"59,5 m²","65,5 m²",2,2
https://portalinmobiliario.com/MLC-1663624375-hermoso-y-amplio-depto-de-3d-2-estac-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,75 m²,91 m²,3,2
https://portalinmobiliario.com/MLC-1684158095-nunoa-2d2b-con-terraza-vista-y-equipamiento-full-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,61 m²,"66,67 m²",2,2
https://portalinmobiliario.com/MLC-1709387019-oportunidad-hermoso-dpto-de-4d2est-la-reina-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,95 m²,105 m²,4,3
https://portalinmobiliario.com/MLC-3038234898-5d-5b-i-estar-y-escritorio-i-4e-i-remodelado-i-universidades-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,270 m²,300 m²,5,5
https://portalinmobiliario.com/MLC-3193079716-moderno-departamento-2d-2b-sin-comision-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,65 m²,68 m²,2,2
https://portalinmobiliario.com/MLC-1712536945-depto-centrico-vende-dueno-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,25 m²,25 m²,1,1
https://portalinmobiliario.com/MLC-1692866585-nuevo-precio-almagro-2d-2b-est-y-bod-metro-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,57 m²,65 m²,2,2
https://portalinmobiliario.com/MLC-1687042517-departamento-en-venta-de-4-dorm-y-3-banos-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,148 m²,156 m²,4,3
https://portalinmobiliario.com/MLC-1700954447-vendo-departamento-dueno-1d-1b-se-aceptan-subsidios-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,38 m²,41 m²,1,1
https://portalinmobiliario.com/MLC-3108117302-departamento-2d-los-dominicos-vista-despejada-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,58 m²,61 m²,2,2
https://portalinmobiliario.com/MLC-3114516798-duplex-con-jardin-y-terraza-en-la-dehesa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,153 m²,153 m²,3,2
https://portalinmobiliario.com/MLC-2978984972-venta-depto-3-4-dorm-servicio-escuela-militar-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,185 m²,201 m²,3,2
https://portalinmobiliario.com/MLC-3208567200-vista-panoramica-depto-2-d-2-b-con-estac-y-bod-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,55 m²,60 m²,2,2
https://portalinmobiliario.com/MLC-1684909471-excelente-dpto-4-dorm-2-est-bod-pasos-metro-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,140 m²,160 m²,4,3
https://portalinmobiliario.com/MLC-1679196983-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,153 m²,163 m²,3,2
https://portalinmobiliario.com/MLC-1714498605-departamento-venta-2d2b-1e1b-arrayan-plaza-san-enrique-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,80 m²,80 m²,2,2
https://portalinmobiliario.com/MLC-3108156736-departamento-mariposa-lo-barnechea-2d-2b-2e-1b-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,77 m²,89 m²,2,2
https://portalinmobiliario.com/MLC-1610812723-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,140 m²,152 m²,3,3
https://portalinmobiliario.com/MLC-1608876631-amplio-duplex-con-jardin-y-subterraneo-en-la-dehesa-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,195 m²,225 m²,4,5
https://portalinmobiliario.com/MLC-1572204147-departamento-en-venta-de-3-dorm-43-servicios-en-lo-barne-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,150 m²,170 m²,3,3
https://portalinmobiliario.com/MLC-2863978746-departamento-venta-2-dorm-recoleta-bx-metro-bellas-art-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,60 m²,63 m²,2,2
https://portalinmobiliario.com/MLC-1695619987-departamento-en-venta-en-colina-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,126 m²,143 m²,3,2
https://portalinmobiliario.com/MLC-3198270000-depto-en-venta-las-condes-vista-panoramica-a-santiago-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,235 m²,285 m²,3,5
https://portalinmobiliario.com/MLC-1709330521-se-vende-promesa-de-compraventa-100-uf-departamento-1d1b-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,"32,6 m²","36,1 m²",1,1
https://portalinmobiliario.com/MLC-1619322499-departamento-en-venta-de-3-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,84 m²,90 m²,3,2
https://portalinmobiliario.com/MLC-2976056930-vida-de-barrio-en-plaza-las-lilas-luz-y-amplitud-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,241 m²,341 m²,4,2
https://portalinmobiliario.com/MLC-2902747010-espectacular-con-vista-despejada-en-calle-tranquila-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,81 m²,98 m²,2,2
https://portalinmobiliario.com/MLC-1532863961-moderno-y-ecologico-plaza-dinamarca-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,136 m²,170 m²,4,3
https://portalinmobiliario.com/MLC-2906454780-amplio-y-remodelado-depto-3d2b-vista-despejada-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=e32196cc-664d-4d5a-838e-83885bbe2647,78 m²,91 m²,3,2
https://portalinmobiliario.com/MLC-1588188055-excelente-departamento-2d2b-bodega-estacionamiento-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,49 m²,55 m²,2,2
https://portalinmobiliario.com/MLC-1590630953-amplio-3-d-en-metro-cal-y-canto-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,68 m²,72 m²,3,2
https://portalinmobiliario.com/MLC-2905424714-amplia-cocina-y-terraza-impecable-y-gran-conectividad-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,85 m²,97 m²,2,2
https://portalinmobiliario.com/MLC-1698642365-depto-3d3b-en-carlos-antunez-proximo-a-ricardo-lyon-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,99 m²,109 m²,3,3
https://portalinmobiliario.com/MLC-3007931704-metro-nuble-sin-comision-vicuna-mackenna-1947-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,61 m²,67 m²,2,2
https://portalinmobiliario.com/MLC-3014587742-1-o-2-dormitorios-depto-remodelado-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,55 m²,60 m²,2,2
https://portalinmobiliario.com/MLC-2808754792-departamento-sin-comision-3-domitorio-alberto-hurtado-194-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,60 m²,62 m²,3,2
https://portalinmobiliario.com/MLC-2803462824-departamento-av-ecuador-3866-metro-cerca-sin-comision-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,48 m²,51 m²,2,2
https://portalinmobiliario.com/MLC-1656850429-departamento-en-venta-en-americo-vespucio-1350-maipu-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,50 m²,51 m²,2,2
https://portalinmobiliario.com/MLC-2888745870-encantador-departamento-en-venta-av-sucre-2455-sin-comision-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,41 m²,44 m²,1,1
https://portalinmobiliario.com/MLC-1696255035-amplio-y-luminoso-depto-con-vista-despejada-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,126 m²,146 m²,4,3
https://portalinmobiliario.com/MLC-1684928199-excelente-departamento-en-vitacura-3d-1e-1b-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,126 m²,157 m²,3,2
https://portalinmobiliario.com/MLC-1665851293-departamento-san-carlos-apoquindo-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,"221,43 m²","266,21 m²",4,3
https://portalinmobiliario.com/MLC-1686998509-oferta-a-partir-de-uf-6700-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,166 m²,190 m²,4,3
https://portalinmobiliario.com/MLC-3114487992-ofertas-sobre-el-precio-hasta-15-de-octubre-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,70 m²,90 m²,2,2
https://portalinmobiliario.com/MLC-1684256759-departamento-en-venta-de-2-dorm-en-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,78 m²,92 m²,2,2
https://portalinmobiliario.com/MLC-1684192501-departamento-en-venta-de-3-dorm-en-vitacura-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,142 m²,160 m²,3,3
https://portalinmobiliario.com/MLC-3193000698-a-pasos-de-colegio-san-ignacio-3d2b-estar-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,"107,28 m²","131,34 m²",3,2
https://portalinmobiliario.com/MLC-1710704515-2-dorm-vista-despejada-cercano-a-colegios-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,80 m²,105 m²,2,2
https://portalinmobiliario.com/MLC-3176552718-duplex-con-grandes-terrazas-en-diego-de-almagro-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,91 m²,132 m²,4,3
https://portalinmobiliario.com/MLC-3187909594-venta-exclusivo-departamento-vitacura-2d-servicio-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,122 m²,"145,7 m²",3,3
https://portalinmobiliario.com/MLC-3177880964-vista-despejada-iluminado-dormitorios-amplios-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,104 m²,108 m²,3,3
https://portalinmobiliario.com/MLC-3090073370-departamento-cercano-a-la-rotonda-atenas-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,65 m²,70 m²,2,2
https://portalinmobiliario.com/MLC-3180412478-4-dormitorios-martin-de-zamora-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,109 m²,117 m²,4,3
https://portalinmobiliario.com/MLC-2966306506-departamento-en-venta-de-3-dorm-en-pudahuel-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,47 m²,47 m²,3,1
https://portalinmobiliario.com/MLC-3014552098-imperdible-amplio-departamento-metro-colon-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,108 m²,120 m²,4,3
https://portalinmobiliario.com/MLC-3014669050-gran-vista-en-avda-macul-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,61 m²,71 m²,2,2
https://portalinmobiliario.com/MLC-3114624274-departamento-victor-rae-4-dormitorios-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,114 m²,120 m²,4,3
https://portalinmobiliario.com/MLC-1716145517-departamento-gran-patio-con-quincho-privadojardin-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,"94,74 m²","157,6 m²",3,2
https://portalinmobiliario.com/MLC-1684166621-departamento-en-venta-de-2-dorm-en-providencia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,156 m²,191 m²,2,3
https://portalinmobiliario.com/MLC-3042210008-departamento-en-venta-de-3-dorm-en-las-condes-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,83 m²,83 m²,3,2
https://portalinmobiliario.com/MLC-1650023345-penthouse-duplex-el-rodeo-clinica-alemana-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,138 m²,286 m²,3,3
https://portalinmobiliario.com/MLC-3179136854-muy-amplio-3-estacionamientos-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,140 m²,160 m²,4,4
https://portalinmobiliario.com/MLC-1681459479-en-condominio-jardin-del-este-espoz-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,185 m²,220 m²,3,4
https://portalinmobiliario.com/MLC-1684252357-en-condominio-remodelado-colegio-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,111 m²,118 m²,4,3
https://portalinmobiliario.com/MLC-3176514186-pedro-de-valdivia-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,89 m²,94 m²,3,2
https://portalinmobiliario.com/MLC-1665941927-amplio-departamento-metro-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,90 m²,95 m²,3,2
https://portalinmobiliario.com/MLC-2810180312-a-pasos-de-plaza-pedro-de-valdivia-exclusivo-piso-completo-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,183 m²,199 m²,5,4
https://portalinmobiliario.com/MLC-1702913879-excelente-departamento-en-venta-de-3-d-sta-maria-manquehue-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,240 m²,260 m²,3,3
https://portalinmobiliario.com/MLC-1607922781-amplio-depto-3dvista-despejada-manuel-de-salas-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,109 m²,122 m²,3,2
https://portalinmobiliario.com/MLC-2902340824-cerca-de-pocuro-vista-despejada-3d3b2e-_JM?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=190223f3-f635-42ec-86d1-144a5c134f23,"109,93 m²","124,21 m²",3,3
